target_population,comparison_sample,model,model_label,algorithm,cycle,n,events,weight_variable,metric,point_estimate,bootstrap_mean,bootstrap_bias,bootstrap_se,ci_lower,ci_upper,ci_level,ci_method,replicate_method,n_replicates_requested,n_replicates_valid,valid_replicate_fraction,design_df
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2017-2018,2279,287,combined_fasting_weight,weighted_log_loss,0.2587871705923594,0.2591500145535891,0.0003628439612297085,0.014139360892249691,0.23102001439024475,0.287226147697168,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2017-2018,2279,287,combined_fasting_weight,calibration_intercept,-0.20870589883316037,-0.20896548507391555,-0.0002595862407551719,0.14704951655568888,-0.5024135832176408,0.06214360396292661,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2017-2018,2279,287,combined_fasting_weight,calibration_slope,0.8745640414795369,0.8749790045431537,0.00041496306361676893,0.047942194766522686,0.7841077243123126,0.9675598543701774,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2017-2018,2279,287,combined_fasting_weight,observed_expected_ratio,0.9932480904682813,0.995807383853966,0.0025592933856847244,0.07693325549619696,0.846688408753456,1.1477172155739088,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2017-2018,2279,287,combined_fasting_weight,weighted_observed_prevalence,0.09987693393124161,0.10007577025188329,0.00019883632064167378,0.00959451388460848,0.0813977214938659,0.11860801182763164,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2017-2018,2279,287,combined_fasting_weight,weighted_mean_predicted_probability,0.10055587812321207,0.1004724240985075,-8.345402470456842e-05,0.00529501539432658,0.09018955756865113,0.11065909109482505,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2017-2018,2279,287,combined_fasting_weight,calibration_in_the_large,-0.0075293707049977066,-0.007607654420936279,-7.828371593857249e-05,0.08625426453411345,-0.18352721454199306,0.1545209386996864,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2017-2018,5209,646,combined_mec_weight,survey_weighted_AUROC,0.8523532933404812,0.8521445416390973,-0.00020875170138390242,0.006335960063939198,0.8393285049026962,0.8643793425794258,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2017-2018,5209,646,combined_mec_weight,survey_weighted_PR_AUC,0.36586232539463887,0.3685314365367799,0.002669111142141023,0.02436961161435128,0.32222706699489756,0.4159929915074607,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2017-2018,5209,646,combined_mec_weight,weighted_Brier,0.07184537014272005,0.07179267520410812,-5.26949386119302e-05,0.0039101002731218425,0.06409636488257962,0.07947920907122433,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2017-2018,5209,646,combined_mec_weight,weighted_log_loss,0.24042143039060726,0.24029706579670865,-0.00012436459389861265,0.010347561561285553,0.22001146967441798,0.2602658997574304,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2017-2018,5209,646,combined_mec_weight,calibration_intercept,-0.018198306630379614,-0.017071653238034303,0.0011266533923453108,0.10363942453745174,-0.2216607785044082,0.1776296919971581,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2017-2018,5209,646,combined_mec_weight,calibration_slope,0.9860410184983602,0.9870928087152924,0.0010517902169321358,0.032581050167444704,0.9250880800140943,1.0539172247647335,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2017-2018,5209,646,combined_mec_weight,observed_expected_ratio,1.0029675880160502,1.0037379413726142,0.0007703533565639464,0.05489627491469677,0.896923137925638,1.1107138220342319,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2017-2018,5209,646,combined_mec_weight,weighted_observed_prevalence,0.09637478593053449,0.09633383235112558,-4.095357940890609e-05,0.006693164885588429,0.0835159677837822,0.10953261262010124,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2017-2018,5209,646,combined_mec_weight,weighted_mean_predicted_probability,0.09608963149165317,0.09594919803677417,-0.00014043345487900483,0.0034656451306251503,0.08940386768761081,0.10257928441152461,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2017-2018,5209,646,combined_mec_weight,calibration_in_the_large,0.0032787107939671323,0.002674920364319491,-0.0006037904296476411,0.06070978015727775,-0.11960823620113908,0.11640286732780437,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2017-2018,2279,287,combined_fasting_weight,survey_weighted_AUROC,0.8344310034161879,0.8338011960548626,-0.0006298073613253408,0.01085106011593389,0.8114509984358369,0.8535636720495328,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2017-2018,2279,287,combined_fasting_weight,survey_weighted_PR_AUC,0.3638205026079045,0.3666587152184085,0.0028382126105039873,0.029022128819982243,0.3061349095044452,0.4185536470230493,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2017-2018,2279,287,combined_fasting_weight,weighted_Brier,0.07652418713886014,0.07665014705319609,0.0001259599143359491,0.005493373587878515,0.06582596874213786,0.08729352535003844,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2017-2018,2279,287,combined_fasting_weight,weighted_log_loss,0.2568724771794248,0.2572862357346303,0.000413758555205479,0.0147029033697035,0.22818516265114558,0.28635351646461205,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2017-2018,2279,287,combined_fasting_weight,calibration_intercept,-0.21318941586401102,-0.2126522173278589,0.0005371985361521114,0.13037268156077916,-0.475770658571461,0.029628084782981737,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2017-2018,2279,287,combined_fasting_weight,calibration_slope,0.859898128707458,0.8604111655275204,0.0005130368200624291,0.035383141708190326,0.7923658017547031,0.928591997047016,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2017-2018,2279,287,combined_fasting_weight,observed_expected_ratio,1.0104586823809838,1.0134262113968484,0.0029675290158646117,0.07821169530124211,0.8617865270150035,1.1657353648561388,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2017-2018,2279,287,combined_fasting_weight,weighted_observed_prevalence,0.09987693393124161,0.10007577025188329,0.00019883632064167378,0.00959451388460848,0.0813977214938659,0.11860801182763164,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2017-2018,2279,287,combined_fasting_weight,weighted_mean_predicted_probability,0.0988431646664638,0.09874764919053121,-9.551547593258936e-05,0.005618277984829142,0.08793686583891898,0.10938953243759933,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2017-2018,2279,287,combined_fasting_weight,calibration_in_the_large,0.011552185213987709,0.011851840600747628,0.0002996553867599186,0.08614053731705008,-0.16395321406642127,0.1718467237216464,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2005-2006,4448,533,combined_mec_weight,survey_weighted_AUROC,0.8516758730206838,0.8510593465885734,-0.0006165264321104091,0.011227743744131307,0.8288932862686325,0.8727931646819532,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2005-2006,4448,533,combined_mec_weight,survey_weighted_PR_AUC,0.41294186406096794,0.4139877941087916,0.0010459300478236622,0.018855205550242365,0.3757392799427892,0.4483022660411792,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2005-2006,4448,533,combined_mec_weight,weighted_Brier,0.06549828573484753,0.06536654838698659,-0.00013173734786094127,0.004402756631298059,0.057133375588944796,0.0737421274362854,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2005-2006,4448,533,combined_mec_weight,weighted_log_loss,0.22661721711719426,0.2263293037947712,-0.0002879133224230612,0.012938023114917513,0.20291689897664042,0.25089158783528565,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2005-2006,4448,533,combined_mec_weight,calibration_intercept,0.3468511733231403,0.3453927918284867,-0.0014583814946536044,0.10876656226059729,0.13726534391700373,0.5504480607428505,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2005-2006,4448,533,combined_mec_weight,calibration_slope,1.0914968823179598,1.092915857972364,0.0014189756544040755,0.05437901732163427,0.9915011326811688,1.2030578804158376,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2005-2006,4448,533,combined_mec_weight,observed_expected_ratio,1.1441431173980507,1.1431779682526315,-0.0009651491454192307,0.05917954884059113,1.034905488236308,1.259961829550484,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2005-2006,4448,533,combined_mec_weight,weighted_observed_prevalence,0.08958365355321198,0.08931859423883771,-0.0002650593143742608,0.0063884241692191744,0.07687501392039414,0.10124378837346713,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2005-2006,4448,533,combined_mec_weight,weighted_mean_predicted_probability,0.07829759423535959,0.07819160815549143,-0.00010598607986815611,0.00494239945391463,0.0688642391595863,0.08750590465549378,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2005-2006,4448,533,combined_mec_weight,calibration_in_the_large,0.1469763704414948,0.14462992156090104,-0.0023464488805937656,0.056551602776227346,0.037136487168430425,0.25302667084189534,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2005-2006,1836,216,combined_fasting_weight,survey_weighted_AUROC,0.8386534988237614,0.8384811869697085,-0.00017231185405286453,0.01664233216789322,0.8076515389519123,0.8715882331779083,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2005-2006,1836,216,combined_fasting_weight,survey_weighted_PR_AUC,0.38592673558889967,0.3901079964767288,0.004181260887829108,0.031926078862183814,0.32577104127384765,0.45250963884532014,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2005-2006,1836,216,combined_fasting_weight,weighted_Brier,0.0709180143521695,0.07069600309894972,-0.00022201125321978654,0.008699621675302019,0.05389767772668028,0.08714764576972646,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2005-2006,1836,216,combined_fasting_weight,weighted_log_loss,0.24441736089973023,0.24390347841661553,-0.0005138824831147082,0.02710438949376481,0.1933207367088121,0.2950970848517075,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2005-2006,1836,216,combined_fasting_weight,calibration_intercept,0.1921354460031956,0.19094768191538383,-0.0011877640878117657,0.13044403340592337,-0.06446275769948213,0.46057912586114835,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2005-2006,1836,216,combined_fasting_weight,calibration_slope,1.0130147382868342,1.0183564565582166,0.005341718271382412,0.08159772132980977,0.8776452085693018,1.1907731894101683,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2005-2006,1836,216,combined_fasting_weight,observed_expected_ratio,1.135144694275951,1.1299305749707023,-0.005214119305248843,0.09460009828122039,0.945377204503174,1.3053748272085375,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2005-2006,1836,216,combined_fasting_weight,weighted_observed_prevalence,0.0951024285360095,0.09473108741892523,-0.0003713411170842701,0.011914601517209664,0.07189260913326141,0.11665446683946269,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2005-2006,1836,216,combined_fasting_weight,weighted_mean_predicted_probability,0.08378000532933849,0.08368453939622028,-9.546593311821061e-05,0.0061316644773963935,0.0719380842976243,0.0956987414175954,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2005-2006,1836,216,combined_fasting_weight,calibration_in_the_large,0.13919487485245563,0.13080468362710246,-0.008390191225353172,0.09342671676563032,-0.0609891138693535,0.2960031004846811,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2005-2006,1836,216,combined_fasting_weight,survey_weighted_AUROC,0.8386534988237614,0.8384811869697085,-0.00017231185405286453,0.01664233216789322,0.8076515389519123,0.8715882331779083,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2005-2006,1836,216,combined_fasting_weight,survey_weighted_PR_AUC,0.38592673558889967,0.3901079964767288,0.004181260887829108,0.031926078862183814,0.32577104127384765,0.45250963884532014,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2005-2006,1836,216,combined_fasting_weight,weighted_Brier,0.0709180143521695,0.07069600309894972,-0.00022201125321978654,0.008699621675302019,0.05389767772668028,0.08714764576972646,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2005-2006,1836,216,combined_fasting_weight,weighted_log_loss,0.24441736089973023,0.24390347841661553,-0.0005138824831147082,0.02710438949376481,0.1933207367088121,0.2950970848517075,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2005-2006,1836,216,combined_fasting_weight,calibration_intercept,0.1921354460031956,0.19094768191538383,-0.0011877640878117657,0.13044403340592337,-0.06446275769948213,0.46057912586114835,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2005-2006,1836,216,combined_fasting_weight,calibration_slope,1.0130147382868342,1.0183564565582166,0.005341718271382412,0.08159772132980977,0.8776452085693018,1.1907731894101683,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2005-2006,1836,216,combined_fasting_weight,observed_expected_ratio,1.135144694275951,1.1299305749707023,-0.005214119305248843,0.09460009828122039,0.945377204503174,1.3053748272085375,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2005-2006,1836,216,combined_fasting_weight,weighted_observed_prevalence,0.0951024285360095,0.09473108741892523,-0.0003713411170842701,0.011914601517209664,0.07189260913326141,0.11665446683946269,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2005-2006,1836,216,combined_fasting_weight,weighted_mean_predicted_probability,0.08378000532933849,0.08368453939622028,-9.546593311821061e-05,0.0061316644773963935,0.0719380842976243,0.0956987414175954,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2005-2006,1836,216,combined_fasting_weight,calibration_in_the_large,0.13919487485245563,0.13080468362710246,-0.008390191225353172,0.09342671676563032,-0.0609891138693535,0.2960031004846811,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2005-2006,4448,533,combined_mec_weight,survey_weighted_AUROC,0.8545522947210282,0.8536855467299435,-0.0008667479910847709,0.011357600864152816,0.8303230960386135,0.8747244974725844,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2005-2006,4448,533,combined_mec_weight,survey_weighted_PR_AUC,0.4284410548830162,0.42995976083508686,0.0015187059520706536,0.024600175137593723,0.38165128337493,0.47565122282707784,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2005-2006,4448,533,combined_mec_weight,weighted_Brier,0.06391578179117423,0.06381107434859463,-0.00010470744257959352,0.004356871687591184,0.055555136439005434,0.07214967645505851,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2005-2006,4448,533,combined_mec_weight,weighted_log_loss,0.22330008286989161,0.2231083147975952,-0.00019176807229642767,0.012688324414139042,0.19969997296292766,0.24767255358879758,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2005-2006,4448,533,combined_mec_weight,calibration_intercept,0.14200625520695054,0.14018535154711673,-0.0018209036598338113,0.11168188092244102,-0.07078416867150103,0.34788607914572617,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2005-2006,4448,533,combined_mec_weight,calibration_slope,1.00158780653088,1.0025464481673416,0.0009586416364615324,0.05412688820321,0.9018281245007364,1.1102799855952452,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2005-2006,4448,533,combined_mec_weight,observed_expected_ratio,1.1064738969373638,1.106261307976707,-0.0002125889606567899,0.05641538678495721,1.003384161352535,1.2181293917856775,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2005-2006,4448,533,combined_mec_weight,weighted_observed_prevalence,0.08958365355321198,0.08931859423883771,-0.0002650593143742608,0.0063884241692191744,0.07687501392039414,0.10124378837346713,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2005-2006,4448,533,combined_mec_weight,weighted_mean_predicted_probability,0.0809631874743478,0.08083151048923783,-0.00013167698510997694,0.005614655167276966,0.07018295690520875,0.09156837267815177,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2005-2006,4448,533,combined_mec_weight,calibration_in_the_large,0.11060244983494716,0.10897191143578495,-0.0016305383991622041,0.05565703777757728,0.0036853116236771027,0.21547794505212883,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2005-2006,1836,216,combined_fasting_weight,survey_weighted_AUROC,0.843134997999221,0.8429636600716085,-0.00017133792761248046,0.016085373583784774,0.8132072523615317,0.8743429559171664,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2005-2006,1836,216,combined_fasting_weight,survey_weighted_PR_AUC,0.3980301390397289,0.4014969016407169,0.0034667626009879937,0.031133395643241562,0.3389763228728124,0.4645227235075143,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2005-2006,1836,216,combined_fasting_weight,weighted_Brier,0.07052771618301551,0.07030114737724923,-0.00022656880576628347,0.008753064637154402,0.05339778497827648,0.0868620144944897,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2005-2006,1836,216,combined_fasting_weight,weighted_log_loss,0.24210581193806163,0.24157995931589407,-0.0005258526221675608,0.027064234311994274,0.19093920318747806,0.2932383809308599,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2005-2006,1836,216,combined_fasting_weight,calibration_intercept,0.13704993102813415,0.13569903954589135,-0.0013508914822427942,0.13289001981028295,-0.13354661457007438,0.39891431491419593,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2005-2006,1836,216,combined_fasting_weight,calibration_slope,0.9832916066142243,0.9889631099958108,0.005671503381586507,0.08171227904467929,0.8487459000301958,1.1567964864114575,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2005-2006,1836,216,combined_fasting_weight,observed_expected_ratio,1.131919356495209,1.1265113270744327,-0.005408029420776339,0.0934807952470686,0.9458496315822748,1.2995709088793512,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2005-2006,1836,216,combined_fasting_weight,weighted_observed_prevalence,0.0951024285360095,0.09473108741892523,-0.0003713411170842701,0.011914601517209664,0.07189260913326141,0.11665446683946269,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2005-2006,1836,216,combined_fasting_weight,weighted_mean_predicted_probability,0.08401873153797598,0.08393437610724774,-8.435543072823903e-05,0.006162886238788092,0.07223090580060491,0.09578739233840698,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2005-2006,1836,216,combined_fasting_weight,calibration_in_the_large,0.13608889599413176,0.12756087003396416,-0.008528025960167607,0.09264805093887703,-0.060042344890022185,0.29052011345524337,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2005-2006,4448,533,combined_mec_weight,survey_weighted_AUROC,0.8535838581441078,0.8529564244107956,-0.0006274337333121993,0.011048333359161628,0.8313903273166535,0.8741505782035182,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2005-2006,4448,533,combined_mec_weight,survey_weighted_PR_AUC,0.41404936556212035,0.41592031964446907,0.0018709540823487192,0.020427045661838117,0.37518947147887677,0.4540429025737863,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2005-2006,4448,533,combined_mec_weight,weighted_Brier,0.06530349155597415,0.06517364611998297,-0.00012984543599117715,0.00439837499952835,0.056921482647169036,0.07352694549493081,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2005-2006,4448,533,combined_mec_weight,weighted_log_loss,0.22584034513949472,0.22555791216530008,-0.00028243297419464075,0.012801832682567089,0.20230379314314348,0.24998289141901517,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2005-2006,4448,533,combined_mec_weight,calibration_intercept,0.37306823170858183,0.37181056398243434,-0.0012576677261474933,0.1124333334854065,0.15662448983068433,0.5828353640895695,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2005-2006,4448,533,combined_mec_weight,calibration_slope,1.1028834044043352,1.1042820270029057,0.001398622598570487,0.05540801096488356,1.000099073162545,1.2142833118565177,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2005-2006,4448,533,combined_mec_weight,observed_expected_ratio,1.1476660888244576,1.1467944762510025,-0.0008716125734551383,0.058818876350275544,1.0402768567170353,1.2627710598420432,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
