target_population,comparison_sample,model,model_label,algorithm,cycle,n,events,weight_variable,metric,point_estimate,bootstrap_mean,bootstrap_bias,bootstrap_se,ci_lower,ci_upper,ci_level,ci_method,replicate_method,n_replicates_requested,n_replicates_valid,valid_replicate_fraction,design_df
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2015-2016,5404,597,combined_mec_weight,weighted_log_loss,0.21784869906831641,0.21799927104622374,0.00015057197790732668,0.011744267305150062,0.19483911514284036,0.24057920528898102,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2015-2016,5404,597,combined_mec_weight,calibration_intercept,-0.007952564680947282,-0.0025066377719666385,0.005445926908980643,0.09173252847647356,-0.17355691582332367,0.17528245761431194,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2015-2016,5404,597,combined_mec_weight,calibration_slope,1.0495492445510888,1.0526598922184014,0.003110647667312616,0.04728075068438043,0.9736773496672003,1.1425343652866247,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2015-2016,5404,597,combined_mec_weight,observed_expected_ratio,0.9395840856261295,0.94046769079135,0.000883605165220458,0.03323824276418643,0.876121367915359,1.003841681804336,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2015-2016,5404,597,combined_mec_weight,weighted_observed_prevalence,0.08730107214212413,0.08744325344633179,0.00014218130420766417,0.005389585046975443,0.07680942667138858,0.09825181648005074,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2015-2016,5404,597,combined_mec_weight,weighted_mean_predicted_probability,0.09291459218782698,0.09294861815527233,3.402596744535302e-05,0.004065326450770626,0.08481451599727972,0.10077557934371131,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2015-2016,5404,597,combined_mec_weight,calibration_in_the_large,-0.06848741770736,-0.06804669808697215,0.0004407196203878444,0.03869738715477304,-0.1442003003350155,0.004230259639845994,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2015-2016,2246,266,combined_fasting_weight,survey_weighted_AUROC,0.8662194000654346,0.8670055384458037,0.0007861383803691169,0.01320161116126719,0.8412355544029164,0.8919334478653796,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2015-2016,2246,266,combined_fasting_weight,survey_weighted_PR_AUC,0.4276074952208381,0.43406388756917286,0.006456392348334783,0.03849464257288824,0.3610289884477645,0.5076880783913272,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2015-2016,2246,266,combined_fasting_weight,weighted_Brier,0.0641492841228218,0.06410239430170336,-4.688982111843154e-05,0.004035908140587998,0.056339614314186506,0.07195049575598332,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2015-2016,2246,266,combined_fasting_weight,weighted_log_loss,0.22086360619143824,0.22062653843498764,-0.00023706775645060407,0.013037800488533436,0.19541117532423266,0.2456479085645362,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2015-2016,2246,266,combined_fasting_weight,calibration_intercept,0.12586058236525532,0.13096251410191825,0.005101931736662929,0.14378816405832334,-0.146304857375834,0.41258213582183373,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2015-2016,2246,266,combined_fasting_weight,calibration_slope,1.1434170462061783,1.1491470834563193,0.005730037250140985,0.06347947727244176,1.0338028157488133,1.2765610620628522,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2015-2016,2246,266,combined_fasting_weight,observed_expected_ratio,0.9329156056431696,0.9327944812762783,-0.0001211243668912676,0.058978363188746455,0.8227619699112486,1.0519217564606882,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2015-2016,2246,266,combined_fasting_weight,weighted_observed_prevalence,0.09057334731792417,0.09065161642982031,7.826911189613706e-05,0.007201946848645492,0.07685144971345548,0.10451609237881979,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2015-2016,2246,266,combined_fasting_weight,weighted_mean_predicted_probability,0.09708632460433675,0.09713920678983974,5.288218550299206e-05,0.003693942020518928,0.08983540187037019,0.10417487422143037,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2015-2016,2246,266,combined_fasting_weight,calibration_in_the_large,-0.07662793472479068,-0.07871259967879163,-0.0020846649540009476,0.06965588209107122,-0.21334481110478895,0.056232846218553956,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2017-2018,5209,646,combined_mec_weight,survey_weighted_AUROC,0.8513899924474513,0.8511192265616867,-0.00027076588576457894,0.007249453175838135,0.8363213740219894,0.8648355385572654,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2017-2018,5209,646,combined_mec_weight,survey_weighted_PR_AUC,0.3663011677286718,0.3701904451054027,0.0038892773767309485,0.02699246999385884,0.32075716397537246,0.42343436649163785,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2017-2018,5209,646,combined_mec_weight,weighted_Brier,0.07141078575301947,0.07137792679797908,-3.2858955040390714e-05,0.003959619929197584,0.0638065097335258,0.07921936622398747,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2017-2018,5209,646,combined_mec_weight,weighted_log_loss,0.24021387155003032,0.24013857505466593,-7.529649536439087e-05,0.010381702734658231,0.22022406663523883,0.26047737977080815,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2017-2018,5209,646,combined_mec_weight,calibration_intercept,0.0007755849763541595,0.0002933860887901383,-0.0004821988875640212,0.11195658916484313,-0.2268301211319294,0.20591024173913522,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2017-2018,5209,646,combined_mec_weight,calibration_slope,1.007933387907845,1.0085968317645635,0.0006634438567185708,0.03892872938320811,0.9416672426105352,1.0840412054724198,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2017-2018,5209,646,combined_mec_weight,observed_expected_ratio,0.9914419427663055,0.9917334214918635,0.00029147872555801424,0.055004434394006506,0.8824249540163679,1.0982785890411562,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2017-2018,5209,646,combined_mec_weight,weighted_observed_prevalence,0.09637478593053449,0.09633383235112558,-4.095357940890609e-05,0.006693164885588429,0.0835159677837822,0.10953261262010124,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2017-2018,5209,646,combined_mec_weight,weighted_mean_predicted_probability,0.0972066863155205,0.09710092275091284,-0.00010576356460766101,0.003097221615630946,0.09129971143309717,0.10298909819001334,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2017-2018,5209,646,combined_mec_weight,calibration_in_the_large,-0.009515937190689439,-0.010674041266934785,-0.001158104076245347,0.06159105796643917,-0.13760001646918174,0.10406590796208541,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2017-2018,2279,287,combined_fasting_weight,survey_weighted_AUROC,0.8272792279845541,0.8264315917298316,-0.0008476362547225058,0.014569840200877855,0.7968115186107436,0.8520157173838455,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2017-2018,2279,287,combined_fasting_weight,survey_weighted_PR_AUC,0.3305817415691558,0.33550019226045885,0.0049184506913030335,0.036349592849207565,0.2641641659639278,0.40199452316375406,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2017-2018,2279,287,combined_fasting_weight,weighted_Brier,0.07775079207593968,0.07784370914816964,9.291707222995604e-05,0.005241972679357848,0.06765119562484341,0.08799388811591934,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2017-2018,2279,287,combined_fasting_weight,weighted_log_loss,0.26065432152260265,0.260975517032215,0.00032119550961234866,0.013972300787952113,0.23444367085078105,0.2886699422362431,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2017-2018,2279,287,combined_fasting_weight,calibration_intercept,-0.2660737058986605,-0.2643615913553638,0.0017121145432966722,0.1682963066009164,-0.5867090821744164,0.049813868460002964,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2017-2018,2279,287,combined_fasting_weight,calibration_slope,0.8588814226538466,0.8610229759324892,0.0021415532786426272,0.061510708933022545,0.7469960421689883,0.9812329993144534,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2017-2018,2279,287,combined_fasting_weight,observed_expected_ratio,0.9677258666325123,0.9708849419970229,0.003159075364510655,0.07992799122479088,0.817428702686587,1.1285601925042497,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2017-2018,2279,287,combined_fasting_weight,weighted_observed_prevalence,0.09987693393124161,0.10007577025188329,0.00019883632064167378,0.00959451388460848,0.0813977214938659,0.11860801182763164,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2017-2018,2279,287,combined_fasting_weight,weighted_mean_predicted_probability,0.10320787877541486,0.10312427961609173,-8.359915932312778e-05,0.005995487092535801,0.09141595298602437,0.11481097218973786,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2017-2018,2279,287,combined_fasting_weight,calibration_in_the_large,-0.036513835205859824,-0.03631497365220531,0.0001988615536545127,0.09188292559743363,-0.22159457871617466,0.13593647831195302,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2017-2018,2279,287,combined_fasting_weight,survey_weighted_AUROC,0.8272792279845541,0.8264315917298316,-0.0008476362547225058,0.014569840200877855,0.7968115186107436,0.8520157173838455,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2017-2018,2279,287,combined_fasting_weight,survey_weighted_PR_AUC,0.3305817415691558,0.33550019226045885,0.0049184506913030335,0.036349592849207565,0.2641641659639278,0.40199452316375406,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2017-2018,2279,287,combined_fasting_weight,weighted_Brier,0.07775079207593968,0.07784370914816964,9.291707222995604e-05,0.005241972679357848,0.06765119562484341,0.08799388811591934,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2017-2018,2279,287,combined_fasting_weight,weighted_log_loss,0.26065432152260265,0.260975517032215,0.00032119550961234866,0.013972300787952113,0.23444367085078105,0.2886699422362431,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2017-2018,2279,287,combined_fasting_weight,calibration_intercept,-0.2660737058986605,-0.2643615913553638,0.0017121145432966722,0.1682963066009164,-0.5867090821744164,0.049813868460002964,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2017-2018,2279,287,combined_fasting_weight,calibration_slope,0.8588814226538466,0.8610229759324892,0.0021415532786426272,0.061510708933022545,0.7469960421689883,0.9812329993144534,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2017-2018,2279,287,combined_fasting_weight,observed_expected_ratio,0.9677258666325123,0.9708849419970229,0.003159075364510655,0.07992799122479088,0.817428702686587,1.1285601925042497,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2017-2018,2279,287,combined_fasting_weight,weighted_observed_prevalence,0.09987693393124161,0.10007577025188329,0.00019883632064167378,0.00959451388460848,0.0813977214938659,0.11860801182763164,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2017-2018,2279,287,combined_fasting_weight,weighted_mean_predicted_probability,0.10320787877541486,0.10312427961609173,-8.359915932312778e-05,0.005995487092535801,0.09141595298602437,0.11481097218973786,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2017-2018,2279,287,combined_fasting_weight,calibration_in_the_large,-0.036513835205859824,-0.03631497365220531,0.0001988615536545127,0.09188292559743363,-0.22159457871617466,0.13593647831195302,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2017-2018,5209,646,combined_mec_weight,survey_weighted_AUROC,0.8532931411000736,0.8531065021777913,-0.00018663892228232282,0.007012759235833297,0.8393271416938294,0.8660660991090371,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
