target_population,comparison_sample,model,model_label,algorithm,cycle,n,events,weight_variable,classification_threshold,classification_threshold_type,survey_weighted_AUROC,survey_weighted_PR_AUC,unweighted_AUROC,unweighted_PR_AUC,weighted_Brier,weighted_log_loss,unweighted_Brier,unweighted_log_loss,calibration_intercept,calibration_slope,observed_expected_ratio,weighted_observed_prevalence,weighted_mean_predicted_probability,calibration_in_the_large,sensitivity,specificity,PPV,NPV,F1,imbalance_setting
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2013-2014,5522,573,combined_mec_weight,0.5,fixed_0.50,0.8449994701804864,0.3701905674462588,0.8367082460997461,0.3934570855822979,0.0662003355307905,0.2282247694869489,0.076380814053402,0.257710007068841,-0.0458306735658895,0.9919471897384008,0.9760669682657288,0.088149862833457,0.0903112857000798,-0.0265972643931027,0.1343804537521815,0.9872701555869872,0.55,0.9078409513192122,0.2159887798036465,main_observed_class_distribution
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2013-2014,2370,244,combined_fasting_weight,0.5,fixed_0.50,0.8674863129097505,0.4082182820226039,0.84563869654396,0.4113057936726905,0.064272835963133,0.219088790834411,0.0746355588612408,0.2514044626031728,0.1728778828919384,1.148092614043927,0.9554129538856322,0.0889931294844987,0.0931462454246267,-0.0501808621865169,0.1598360655737705,0.9854186265286924,0.5571428571428572,0.9108695652173912,0.2484076433121019,main_observed_class_distribution
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2013-2014,2370,244,combined_fasting_weight,0.5,fixed_0.50,0.8674863129097505,0.4082182820226039,0.84563869654396,0.4113057936726905,0.064272835963133,0.219088790834411,0.0746355588612408,0.2514044626031728,0.1728778828919384,1.148092614043927,0.9554129538856322,0.0889931294844987,0.0931462454246267,-0.0501808621865169,0.1598360655737705,0.9854186265286924,0.5571428571428572,0.9108695652173912,0.2484076433121019,main_observed_class_distribution
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2013-2014,5522,573,combined_mec_weight,0.5,fixed_0.50,0.8516791535858796,0.3881070942516777,0.8454483550716434,0.4100525347466693,0.0648825435021432,0.2241369750870108,0.074763666332473,0.2525154792974168,-0.0433313579056651,1.0091755372954168,0.9583826802194316,0.088149862833457,0.0919777294110471,-0.0467148712502272,0.1902268760907504,0.984037179228127,0.5797872340425532,0.9130108736407948,0.2864651773981603,main_observed_class_distribution
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2013-2014,2370,244,combined_fasting_weight,0.5,fixed_0.50,0.867345514110957,0.4084273159252776,0.8471750998565768,0.4115133669688327,0.0640778047752073,0.2188682131853079,0.0742447239766417,0.2503546484888309,0.1672231598119022,1.1418382951176236,0.95874561026415,0.0889931294844987,0.0928224635729801,-0.0463417726424681,0.1598360655737705,0.9873000940733772,0.5909090909090909,0.9110243055555556,0.2516129032258065,main_observed_class_distribution
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2013-2014,5522,573,combined_mec_weight,0.5,fixed_0.50,0.8459001045958875,0.3695333533659259,0.8388568635686091,0.3941650122982718,0.0661559464969859,0.2278710680997723,0.076233802517767,0.2567217475942238,-0.0791041404702527,0.9838899238670384,0.9617517270688464,0.088149862833457,0.0916555285033003,-0.0428509143320372,0.1588132635253054,0.9844413012729843,0.5416666666666666,0.9099738513261112,0.2456140350877192,main_observed_class_distribution
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2013-2014,2370,244,combined_fasting_weight,0.5,fixed_0.50,0.8712008710405712,0.4267086753664466,0.8561390589577903,0.431265221927908,0.0626586678857353,0.2157317198640183,0.0724289408195397,0.2449888100006799,0.0875422888961143,1.118849124177613,0.9321679336396717,0.0889931294844987,0.0954689882294309,-0.0773761428404395,0.2254098360655737,0.9840075258701788,0.6179775280898876,0.9171416045594036,0.3303303303303303,main_observed_class_distribution
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2015-2016,5404,597,combined_mec_weight,0.5,fixed_0.50,0.8610809778268647,0.3575206697037384,0.8439162040003778,0.381353377700618,0.065384458906536,0.2212795827163601,0.0805582170729755,0.2657405801490566,0.023346879339049,1.051649985296687,0.9567470107101108,0.0873010721421241,0.0912478128124257,-0.0485499082779261,0.1373534338358459,0.9852298731017266,0.5359477124183006,0.901923443153685,0.2186666666666666,main_observed_class_distribution
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2015-2016,2246,266,combined_fasting_weight,0.5,fixed_0.50,0.8572657725516403,0.3687250765994022,0.8293840662261713,0.3721941345023808,0.0671813585113954,0.2278776997066469,0.087200952025725,0.2862680849186063,0.0689306530634271,1.0773942084573394,0.9600846878893812,0.0905733473179241,0.0943389145357975,-0.0448829726023514,0.1353383458646616,0.9818181818181818,0.5,0.8942042318307267,0.2130177514792899,main_observed_class_distribution
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2015-2016,2246,266,combined_fasting_weight,0.5,fixed_0.50,0.8572657725516403,0.3687250765994022,0.8293840662261713,0.3721941345023808,0.0671813585113954,0.2278776997066469,0.087200952025725,0.2862680849186063,0.0689306530634271,1.0773942084573394,0.9600846878893812,0.0905733473179241,0.0943389145357975,-0.0448829726023514,0.1353383458646616,0.9818181818181818,0.5,0.8942042318307267,0.2130177514792899,main_observed_class_distribution
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2015-2016,5404,597,combined_mec_weight,0.5,fixed_0.50,0.8662169735647763,0.3694105870917214,0.8529405922895109,0.3989743977587847,0.0647225123888795,0.2189197300558615,0.0790370961900693,0.2608977034135482,0.0108504480541142,1.0354276245969545,0.966555535314428,0.0873010721421241,0.0903218376518059,-0.0373317173751859,0.1675041876046901,0.9796130642812564,0.5050505050505051,0.9045332308874376,0.2515723270440252,main_observed_class_distribution
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2015-2016,2246,266,combined_fasting_weight,0.5,fixed_0.50,0.8585782676445801,0.3724163835691728,0.8311099718994457,0.3724877062114508,0.0668285606972634,0.226967302425287,0.086933828918056,0.2852722333537971,0.0776968648536292,1.0879437601908113,0.9552389941941652,0.0905733473179241,0.0948174727669397,-0.0504714521423834,0.1353383458646616,0.9828282828282828,0.5142857142857142,0.8943014705882353,0.2142857142857142,main_observed_class_distribution
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2015-2016,5404,597,combined_mec_weight,0.5,fixed_0.50,0.8619553355600839,0.3648962149975793,0.8453013280813608,0.3918583825388197,0.0651439263037894,0.2206564755430486,0.0800640473792275,0.2645645012636871,0.0080206162297841,1.04967668972419,0.948814719899366,0.0873010721421241,0.092010663737788,-0.057715167132808,0.1490787269681742,0.984189723320158,0.5393939393939394,0.9030349303302156,0.2335958005249343,main_observed_class_distribution
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2015-2016,2246,266,combined_fasting_weight,0.5,fixed_0.50,0.8662150928782526,0.4035967368820717,0.8426824637350953,0.4075021393550441,0.0654934492244185,0.2223380795349132,0.0844214831912067,0.2780349493757262,0.1044041276479248,1.087137205519872,0.974306020098532,0.0905733473179241,0.0929619087324991,-0.0286597384001656,0.1616541353383458,0.9772727272727272,0.4886363636363636,0.896663577386469,0.2429378531073446,main_observed_class_distribution
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2017-2018,5209,646,combined_mec_weight,0.5,fixed_0.50,0.8515487672035789,0.370669452703239,0.8256480141452756,0.3832305033519471,0.0716127473051065,0.2402248919976249,0.0907609760427573,0.2961595638823042,0.0030521736358603,0.9965290708848372,1.0062846662471456,0.0963747859305344,0.0957728853108297,0.0069308737665223,0.1547987616099071,0.9772079772079773,0.4901960784313725,0.8909090909090909,0.2352941176470588,main_observed_class_distribution
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2017-2018,2279,287,combined_fasting_weight,0.5,fixed_0.50,0.8306884029210242,0.3372527450888974,0.8189605110336818,0.3821611332407476,0.0771098265513821,0.2580833270640242,0.0935003687097994,0.3039309230874234,-0.198760253081113,0.8858956257277604,0.986744977379129,0.0998769339312416,0.101218588612959,-0.0148352900615384,0.205574912891986,0.968875502008032,0.4876033057851239,0.8943466172381835,0.2892156862745098,main_observed_class_distribution
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2017-2018,2279,287,combined_fasting_weight,0.5,fixed_0.50,0.8306884029210242,0.3372527450888974,0.8189605110336818,0.3821611332407476,0.0771098265513821,0.2580833270640242,0.0935003687097994,0.3039309230874234,-0.198760253081113,0.8858956257277604,0.986744977379129,0.0998769339312416,0.101218588612959,-0.0148352900615384,0.205574912891986,0.968875502008032,0.4876033057851239,0.8943466172381835,0.2892156862745098,main_observed_class_distribution
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2017-2018,5209,646,combined_mec_weight,0.5,fixed_0.50,0.8537386706597312,0.3824639221632447,0.8322070307066733,0.4007434215473615,0.0713978510528836,0.2393833701802503,0.0896893535294365,0.2926495586447729,0.0016971981283589,0.9840004741257572,1.020198069383278,0.0963747859305344,0.0944667401584029,0.0221061134550195,0.1950464396284829,0.9743589743589745,0.5185185185185185,0.8952879581151832,0.2834645669291338,main_observed_class_distribution
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2017-2018,2279,287,combined_fasting_weight,0.5,fixed_0.50,0.8310194618554975,0.3347875263677701,0.8204770300715056,0.3812792023410921,0.077443947897373,0.2587871705923594,0.0933411025216357,0.3032437454776586,-0.2087058988331586,0.8745640414795378,0.993248090468281,0.0998769339312416,0.1005558781232121,-0.0075293707049977,0.1916376306620209,0.9708835341365462,0.4867256637168141,0.8928901200369345,0.275,main_observed_class_distribution
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2017-2018,5209,646,combined_mec_weight,0.5,fixed_0.50,0.8523532933404809,0.3658623253946388,0.8264286232850178,0.3803411490503874,0.07184537014272,0.2404214303906072,0.0908869992927393,0.2961213121427323,-0.018198306630379,0.9860410184983608,1.0029675880160491,0.0963747859305344,0.0960896314916532,0.0032787107939658,0.1671826625386996,0.9765505150120536,0.5023255813953489,0.8922707248698438,0.2508710801393728,main_observed_class_distribution
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2017-2018,2279,287,combined_fasting_weight,0.5,fixed_0.50,0.8344310034161879,0.3638205026079044,0.8318395533352924,0.416849545656304,0.0765241871388601,0.2568724771794248,0.0908090507066989,0.2963994850085515,-0.2131894158640106,0.8598981287074593,1.0104586823809834,0.0998769339312416,0.0988431646664638,0.0115521852139877,0.2264808362369338,0.9683734939759036,0.5078125,0.8967921896792189,0.3132530120481928,main_observed_class_distribution
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2005-2006,4448,533,combined_mec_weight,0.5,fixed_0.50,0.8516758730206834,0.412941864060968,0.8462650267528316,0.4427116216019975,0.0654982858382823,0.2266172172534252,0.0840212926268577,0.2772197393411175,0.3468511791392593,1.0914968830926814,1.1441431173980503,0.0895836535532119,0.0782975942353596,0.1469763704414943,0.1125703564727955,0.9910600255427842,0.631578947368421,0.8913393062255915,0.1910828025477707,main_observed_class_distribution
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2005-2006,1836,216,combined_fasting_weight,0.5,fixed_0.50,0.8386534988237614,0.3859267355888998,0.8331418609967993,0.4064615722044798,0.0709180137574052,0.244417361162064,0.0849415063858032,0.2816153974002564,0.1921354518804818,1.0130147394699711,1.1351446942759509,0.0951024285360095,0.0837800053293385,0.1391948748524556,0.1481481481481481,0.9858024691358024,0.5818181818181818,0.8966872543514879,0.2361623616236162,main_observed_class_distribution
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2005-2006,1836,216,combined_fasting_weight,0.5,fixed_0.50,0.8386534988237614,0.3859267355888998,0.8331418609967993,0.4064615722044798,0.0709180137574052,0.244417361162064,0.0849415063858032,0.2816153974002564,0.1921354518804818,1.0130147394699711,1.1351446942759509,0.0951024285360095,0.0837800053293385,0.1391948748524556,0.1481481481481481,0.9858024691358024,0.5818181818181818,0.8966872543514879,0.2361623616236162,main_observed_class_distribution
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2005-2006,4448,533,combined_mec_weight,0.5,fixed_0.50,0.8545522947210279,0.4284410548830163,0.8520248526976871,0.4588867001486172,0.0639157817643635,0.2233000834173516,0.0817576348781585,0.2721391240700165,0.1420062500293211,1.001587803436945,1.1064738969373629,0.0895836535532119,0.0809631874743478,0.1106024498349462,0.1951219512195122,0.9828863346104726,0.6081871345029239,0.8996960486322189,0.2954545454545454,main_observed_class_distribution
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2005-2006,1836,216,combined_fasting_weight,0.5,fixed_0.50,0.8431349979992211,0.398030139039729,0.8352480566986737,0.4135539237817098,0.0705277159683947,0.2421058116034892,0.0848705172538757,0.2802376328167806,0.1370499275980495,0.9832916043898108,1.1319193564952088,0.0951024285360095,0.084018731537976,0.1360888959941317,0.162037037037037,0.987037037037037,0.625,0.898314606741573,0.2573529411764705,main_observed_class_distribution
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2005-2006,4448,533,combined_mec_weight,0.5,fixed_0.50,0.8535838581441072,0.4140493655621204,0.8476749117623803,0.4422873946170027,0.0653034914536913,0.225840344580529,0.0838657096028328,0.2766229518885285,0.3730682343233708,1.102883404093243,1.1476660888244563,0.0895836535532119,0.0780572454179348,0.1503115070715317,0.1125703564727955,0.992337164750958,0.6666666666666666,0.8914639743001377,0.1926163723916533,main_observed_class_distribution
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2005-2006,1836,216,combined_fasting_weight,0.5,fixed_0.50,0.8496826741029517,0.4442129745947721,0.8470821902149063,0.4689928157230953,0.0680858440536921,0.2357698986728564,0.0814809873700141,0.2711535617921021,0.2181327113505824,1.0448695009812812,1.106151108708178,0.0951024285360095,0.0859759826549152,0.1109216117860252,0.1805555555555555,0.9858024691358024,0.6290322580645161,0.9002254791431793,0.2805755395683453,main_observed_class_distribution
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2007-2008,5649,677,combined_mec_weight,0.5,fixed_0.50,0.8613864692584591,0.4040370238704777,0.8356376208985977,0.410878461770061,0.0628536873608557,0.2166527591353217,0.0857966840267181,0.28263033794891,0.2212083505528824,1.1048125515694465,1.0312421764092652,0.086286136260994,0.0836720396380975,0.03362094497579,0.103397341211226,0.98994368463395,0.5833333333333334,0.8902152287936336,0.1756587202007528,main_observed_class_distribution
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2007-2008,2337,288,combined_fasting_weight,0.5,fixed_0.50,0.8652230821015916,0.4046427314965533,0.8308321132259638,0.4033463067841523,0.064703672205142,0.221119629545892,0.0886766389012336,0.2914791760673106,0.195759776935215,1.0888872147794069,1.0327513465042326,0.0895634391907447,0.0867231395959043,0.0353413065996734,0.1423611111111111,0.9834065397755004,0.5466666666666666,0.8908045977011494,0.2258953168044076,main_observed_class_distribution
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2007-2008,2337,288,combined_fasting_weight,0.5,fixed_0.50,0.8652230821015916,0.4046427314965533,0.8308321132259638,0.4033463067841523,0.064703672205142,0.221119629545892,0.0886766389012336,0.2914791760673106,0.195759776935215,1.0888872147794069,1.0327513465042326,0.0895634391907447,0.0867231395959043,0.0353413065996734,0.1423611111111111,0.9834065397755004,0.5466666666666666,0.8908045977011494,0.2258953168044076,main_observed_class_distribution
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2007-2008,5649,677,combined_mec_weight,0.5,fixed_0.50,0.8630897335726685,0.4246328299297535,0.840085275177627,0.4320465825535835,0.0619705701179444,0.2147076599206209,0.0843823179602623,0.279227542752,0.2254947100150367,1.1037839745926608,1.0346561343319494,0.086286136260994,0.0833959548470726,0.0372272563598645,0.1432791728212703,0.987127916331456,0.6024844720496895,0.8943148688046647,0.2315035799522673,main_observed_class_distribution
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2007-2008,2337,288,combined_fasting_weight,0.5,fixed_0.50,0.869683756612214,0.4022899250940815,0.8342670543896752,0.4016174896360419,0.0646100075867129,0.2196459475504518,0.088485337793827,0.2898225489745172,0.2357959891085224,1.1096677919054003,1.0362610978305609,0.0895634391907447,0.0864294137628519,0.0390555583242253,0.1284722222222222,0.981942410932162,0.5,0.8890852850198852,0.2044198895027624,main_observed_class_distribution
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2007-2008,5649,677,combined_mec_weight,0.5,fixed_0.50,0.861145253226052,0.4129318151573701,0.8366364194882776,0.421098008013395,0.0626769627241368,0.2164657462898942,0.0853894129395484,0.2818194374997307,0.2433881261347745,1.109888577770883,1.040071952550744,0.086286136260994,0.0829616989953242,0.0429216719408684,0.1166912850812407,0.990345937248592,0.6220472440944882,0.8917059036580949,0.1965174129353234,main_observed_class_distribution
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2007-2008,2337,288,combined_fasting_weight,0.5,fixed_0.50,0.8726525292995277,0.4294802535897608,0.8414351851851853,0.4372298620768418,0.0633031644080649,0.2163044150650117,0.0860534161329269,0.2836053729532791,0.2527511114321326,1.1068823253089335,1.0514673338972902,0.0895634391907447,0.0851794785281399,0.0549903224959207,0.15625,0.984382625671059,0.5844155844155844,0.8924778761061947,0.2465753424657534,main_observed_class_distribution
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2009-2010,5990,646,combined_mec_weight,0.5,fixed_0.50,0.8498723289696879,0.35437512387999,0.8415095602139373,0.391852782884068,0.0616705881344128,0.2145921954707842,0.0783470049500465,0.2619206155146891,-0.0438584384975872,1.0171474218694927,0.9466312870782134,0.0810749535580189,0.085645757397537,-0.0598320987867135,0.1253869969040247,0.9870883233532934,0.54,0.9032534246575342,0.2035175879396984,main_observed_class_distribution
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2009-2010,2594,273,combined_fasting_weight,0.5,fixed_0.50,0.8365712866296584,0.3778575901075901,0.8394859484906879,0.4143120662825747,0.0616279652441782,0.2185032683161127,0.0758611261844635,0.2573768883617512,-0.0740257688265134,1.005044236431221,0.9394274063096968,0.0815187617743325,0.0867749452771006,-0.0682238589908492,0.1538461538461538,0.989659629470056,0.6363636363636364,0.908623417721519,0.247787610619469,main_observed_class_distribution
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2009-2010,2594,273,combined_fasting_weight,0.5,fixed_0.50,0.8365712866296584,0.3778575901075901,0.8394859484906879,0.4143120662825747,0.0616279652441782,0.2185032683161127,0.0758611261844635,0.2573768883617512,-0.0740257688265134,1.005044236431221,0.9394274063096968,0.0815187617743325,0.0867749452771006,-0.0682238589908492,0.1538461538461538,0.989659629470056,0.6363636363636364,0.908623417721519,0.247787610619469,main_observed_class_distribution
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2009-2010,5990,646,combined_mec_weight,0.5,fixed_0.50,0.8517118675866013,0.3503896487174981,0.8448781133553327,0.3921693277551739,0.0615803186073533,0.2140174021584543,0.0779695287346839,0.2604796872143498,-0.0655482858921811,0.99115627955193,0.9633822957772548,0.0810749535580189,0.0841565740966911,-0.0406641032441679,0.153250773993808,0.9837200598802396,0.532258064516129,0.9057546519641626,0.2379807692307692,main_observed_class_distribution
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2009-2010,2594,273,combined_fasting_weight,0.5,fixed_0.50,0.8346319214584743,0.366936102616005,0.8395609130206287,0.4122006058374756,0.0619235981550327,0.2194826479808348,0.0756848081946373,0.2571153542237963,-0.1644335198999805,0.9529148618038924,0.9383884894055576,0.0815187617743325,0.0868710163164643,-0.0694355806315227,0.1721611721611721,0.986212839293408,0.5949367088607594,0.9101391650099404,0.2670454545454546,main_observed_class_distribution
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2009-2010,5990,646,combined_mec_weight,0.5,fixed_0.50,0.8490635931459234,0.3568708135875907,0.8416965411282697,0.3946639826099039,0.06165551146579,0.2147446846997362,0.0782973542809486,0.2619409269842689,-0.1298932300875438,0.9647157553586474,0.949373541296616,0.0810749535580189,0.0853983706426977,-0.0566689085205496,0.1563467492260062,0.9854041916167664,0.5642458100558659,0.9062123558767854,0.2448484848484848,main_observed_class_distribution
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2009-2010,2594,273,combined_fasting_weight,0.5,fixed_0.50,0.8402730996734803,0.3590887372135075,0.8456030541338598,0.4078203330705963,0.0619644207030844,0.2178786821223629,0.0756661519408226,0.2549952774135927,-0.1691194610063922,0.936065423084104,0.95714565499744,0.0815187617743325,0.0851686066260736,-0.0477813986813484,0.2051282051282051,0.981042654028436,0.56,0.91299117882919,0.3002680965147453,main_observed_class_distribution
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2011-2012,5260,550,combined_mec_weight,0.5,fixed_0.50,0.8430492669243581,0.3708964902234725,0.8336618413433701,0.3709733088657413,0.0652789459894023,0.2273789915016509,0.0779052153229713,0.2622678237162744,-0.0319978825679706,0.9461705154658572,1.0466673135487805,0.0872691883059831,0.0833781538568281,0.0498651371788243,0.1272727272727272,0.986411889596603,0.5223880597014925,0.9063597346859148,0.2046783625730994,main_observed_class_distribution
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2011-2012,2294,239,combined_fasting_weight,0.5,fixed_0.50,0.8263237320790022,0.3820265207610299,0.8262122183876451,0.3702656535193975,0.0724735701250747,0.2514535225513696,0.0784272998571395,0.2651064975996813,0.02567756042937,0.9296720868938608,1.1195217643830115,0.0968836554313234,0.0865402161115802,0.1242895612889656,0.1548117154811715,0.9854014598540146,0.5522388059701493,0.9092950157162102,0.2418300653594771,main_observed_class_distribution
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2011-2012,2294,239,combined_fasting_weight,0.5,fixed_0.50,0.8263237320790022,0.3820265207610299,0.8262122183876451,0.3702656535193975,0.0724735701250747,0.2514535225513696,0.0784272998571395,0.2651064975996813,0.02567756042937,0.9296720868938608,1.1195217643830115,0.0968836554313234,0.0865402161115802,0.1242895612889656,0.1548117154811715,0.9854014598540146,0.5522388059701493,0.9092950157162102,0.2418300653594771,main_observed_class_distribution
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2011-2012,5260,550,combined_mec_weight,0.5,fixed_0.50,0.8464236377653902,0.3914387899443389,0.8402011194750049,0.3887418078757493,0.0645409798346693,0.2249260094450689,0.0769147425889968,0.2587077306195633,-0.0233912976095243,0.9556868195156571,1.0401502504129057,0.0872691883059831,0.0839005598194492,0.0430490944063923,0.1763636363636363,0.9800424628450106,0.5078534031413613,0.9106332609982244,0.2618083670715249,main_observed_class_distribution
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2011-2012,2294,239,combined_fasting_weight,0.5,fixed_0.50,0.827422690251939,0.3759057773587304,0.8254161194759185,0.3669628822395493,0.0728617737413891,0.2518719409540481,0.0786381885409355,0.2656830795673697,0.0228888899399345,0.9295951950420408,1.1174975442297483,0.0968836554313234,0.0866969739053001,0.1223081896150639,0.1171548117154811,0.9849148418491483,0.4745762711864407,0.905592841163311,0.1879194630872483,main_observed_class_distribution
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2011-2012,5260,550,combined_mec_weight,0.5,fixed_0.50,0.842555733375383,0.3816188487151973,0.8354143987647173,0.3842266991420507,0.0648738444806467,0.2269763114764005,0.077203094959259,0.2607822329756079,-0.0438678782966528,0.9313839805737972,1.057196275738591,0.0872691883059831,0.0825477636544019,0.0607799032831182,0.14,0.9868365180467092,0.5539568345323741,0.90763522749463,0.2235123367198839,main_observed_class_distribution
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2011-2012,2294,239,combined_fasting_weight,0.5,fixed_0.50,0.8321877903165239,0.3991750901909305,0.8322104470166651,0.383410930656312,0.0714395250851751,0.2478881061479367,0.0774744525551796,0.2620896427804676,0.0619427608849265,0.9442606443883432,1.1260814642864023,0.0968836554313234,0.0860360981900351,0.1306835640403032,0.1882845188284518,0.9815085158150852,0.5421686746987951,0.9122568973315242,0.2795031055900621,main_observed_class_distribution
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2013-2014,5522,573,combined_mec_weight,0.5,fixed_0.50,0.8466932265397424,0.3860683828891802,0.8387845729759428,0.3945070594122524,0.0657544679795072,0.2269813973067795,0.076051615178585,0.2565709966408252,-0.1563997518039331,0.9440151024503048,0.951314193118834,0.088149862833457,0.0926611454670536,-0.0548705628530026,0.1623036649214659,0.987472216609416,0.6,0.9105645612073784,0.2554945054945055,main_observed_class_distribution
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2013-2014,2370,244,combined_fasting_weight,0.5,fixed_0.50,0.8670491900949718,0.4142512479780652,0.8486478879755718,0.4034181042216634,0.0640393085530193,0.2190641186800441,0.0742958188056945,0.250271614834202,0.0801830595347681,1.117000853618734,0.929393788402722,0.0889931294844987,0.0957539533779802,-0.0806716859373035,0.1967213114754098,0.9849482596425212,0.6,0.914410480349345,0.2962962962962963,main_observed_class_distribution
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2013-2014,2370,244,combined_fasting_weight,0.5,fixed_0.50,0.8670491900949718,0.4142512479780652,0.8486478879755718,0.4034181042216634,0.0640393085530193,0.2190641186800441,0.0742958188056945,0.250271614834202,0.0801830595347681,1.117000853618734,0.929393788402722,0.0889931294844987,0.0957539533779802,-0.0806716859373035,0.1967213114754098,0.9849482596425212,0.6,0.914410480349345,0.2962962962962963,main_observed_class_distribution
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2013-2014,5522,573,combined_mec_weight,0.5,fixed_0.50,0.8516520808669221,0.389286207902344,0.8470930542140654,0.4114839327203008,0.0649827608910844,0.2243075242701943,0.0745159983634948,0.2515512751707534,-0.1642231234993537,0.9568848363547404,0.932177349183711,0.088149862833457,0.09456340353115,-0.0772905924581071,0.2146596858638743,0.982218630026268,0.5829383886255924,0.9152701939371116,0.3137755102040817,main_observed_class_distribution
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2013-2014,2370,244,combined_fasting_weight,0.5,fixed_0.50,0.8664310600843395,0.418684236094745,0.8480502907021575,0.4057665343492435,0.0639953157057397,0.2191560079360912,0.0741908103227615,0.2502986426865511,0.0703999164407899,1.1093429741055034,0.930584935663078,0.0889931294844987,0.0956313884676068,-0.0792553330294287,0.2008196721311475,0.9854186265286924,0.6125,0.9148471615720524,0.3024691358024691,main_observed_class_distribution
