comparison,algorithm,cycle,n,events,weight_variable,core_model,extended_model,metric,point_estimate,bootstrap_mean,bootstrap_bias,bootstrap_se,ci_lower,ci_upper,ci_level,ci_method,replicate_method,n_replicates_requested,n_replicates_valid,valid_replicate_fraction,design_df
renal,elastic_net,2013-2014,5522,573,combined_mec_weight,model0_core,model1_renal,absolute_slope_deviation_change,-0.0011227270338156625,-0.0011907067447777635,-6.797971096210095e-05,0.019955135719076224,-0.03814958117246099,0.03392603740224435,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,elastic_net,2015-2016,5404,597,combined_mec_weight,model0_core,model1_renal,delta_AUROC,0.0051359957379115695,0.005164002258698166,2.8006520786596698e-05,0.001634166634949352,0.0020069470736186123,0.008306904225376723,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,elastic_net,2015-2016,5404,597,combined_mec_weight,model0_core,model1_renal,delta_PR_AUC,0.011889917387983007,0.012347719252142753,0.00045780186415974623,0.007185846396182545,-0.0012591818529944954,0.026305314654334604,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,elastic_net,2015-2016,5404,597,combined_mec_weight,model0_core,model1_renal,delta_Brier_improvement,0.0006619465176565115,0.0006635405363866034,1.594018730091966e-06,0.0003771167012551054,-5.2385409065915446e-05,0.001381226512272068,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,elastic_net,2015-2016,5404,597,combined_mec_weight,model0_core,model1_renal,delta_log_loss_improvement,0.0023598526604986514,0.002369031930657636,9.179270158984811e-06,0.0011268938917016187,0.00028242277539724067,0.0045305866531682535,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,elastic_net,2015-2016,5404,597,combined_mec_weight,model0_core,model1_renal,core_calibration_intercept,0.02334687933904837,0.029637393459951533,0.006290514120903163,0.10531474527203405,-0.14690785779264598,0.23531489018419469,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,elastic_net,2015-2016,5404,597,combined_mec_weight,model0_core,model1_renal,extended_calibration_intercept,0.010850448054112196,0.01605887483975681,0.005208426785644614,0.10687622150609777,-0.1601659651998242,0.21032579346582833,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,elastic_net,2015-2016,5404,597,combined_mec_weight,model0_core,model1_renal,core_calibration_slope,1.0516499852966867,1.05472580689893,0.0030758216022432894,0.057948327910311445,0.9545218588534475,1.1738025812830881,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,elastic_net,2015-2016,5404,597,combined_mec_weight,model0_core,model1_renal,extended_calibration_slope,1.0354276245969545,1.038400565493419,0.0029729408964644932,0.056273183868575084,0.9426877853688157,1.1482840193816786,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,elastic_net,2015-2016,5404,597,combined_mec_weight,model0_core,model1_renal,absolute_intercept_deviation_change,0.012496431284936174,-0.0007770228379604052,-0.013273454122896579,0.03394944166081686,-0.06527545283992088,0.06818627526368513,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,elastic_net,2015-2016,5404,597,combined_mec_weight,model0_core,model1_renal,absolute_slope_deviation_change,0.016222360699732263,0.009379565668669546,-0.006842795031062717,0.019102936933363436,-0.02652921118663706,0.047562806661663015,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,elastic_net,2017-2018,5209,646,combined_mec_weight,model0_core,model1_renal,delta_AUROC,0.002189903456152442,0.0022517793816890044,6.187592553656219e-05,0.0018358488694582514,-0.0010592532053653484,0.005916926366626186,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,elastic_net,2017-2018,5209,646,combined_mec_weight,model0_core,model1_renal,delta_PR_AUC,0.011794469460005785,0.011410837918714344,-0.0003836315412914411,0.007244844825228572,-0.002801064907380092,0.02507212154381388,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,elastic_net,2017-2018,5209,646,combined_mec_weight,model0_core,model1_renal,delta_Brier_improvement,0.0002148962522229847,0.00022356382033958028,8.667568116595587e-06,0.0003906166574176178,-0.0005102484312758545,0.0009721896559046066,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,elastic_net,2017-2018,5209,646,combined_mec_weight,model0_core,model1_renal,delta_log_loss_improvement,0.0008415218173746797,0.0008646488359332942,2.3127018558614563e-05,0.0011526805350582931,-0.0011870678227451743,0.002973515708273769,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,elastic_net,2017-2018,5209,646,combined_mec_weight,model0_core,model1_renal,core_calibration_intercept,0.0030521736358614694,0.004326040723790236,0.0012738670879287664,0.10114737212229731,-0.1934141210564018,0.19276887363682998,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,elastic_net,2017-2018,5209,646,combined_mec_weight,model0_core,model1_renal,extended_calibration_intercept,0.001697198128359693,0.0034018391478210707,0.0017046410194613778,0.09871458433082049,-0.18862947620370948,0.1910911596811739,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,elastic_net,2017-2018,5209,646,combined_mec_weight,model0_core,model1_renal,core_calibration_slope,0.9965290708848359,0.997704349020671,0.0011752781358350672,0.0337325966278608,0.9361894480619923,1.0687494405073696,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,elastic_net,2017-2018,5209,646,combined_mec_weight,model0_core,model1_renal,extended_calibration_slope,0.984000474125755,0.9854951488076599,0.001494674681904895,0.032618545030505465,0.9250519017580207,1.052380533990616,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,elastic_net,2017-2018,5209,646,combined_mec_weight,model0_core,model1_renal,absolute_intercept_deviation_change,0.0013549755075017765,0.002051644743017514,0.0006966692355157374,0.015740377739477007,-0.029515979980429333,0.032841058362737256,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
