comparison,algorithm,scope,n,events,core_model,extended_model,weight_variable,strategy,threshold_probability,net_benefit,bootstrap_se,ci_lower,ci_upper,valid_replicates,ci_level,ci_method
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,extended_model,0.19,0.03156547784859495,0.006813367819053953,0.016948227127125737,0.04366276280948968,2000,0.95,survey_Rao_Wu_percentile
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,treat_all,0.19,-0.11715749563455607,0.014709384589147726,-0.14581159366264018,-0.09055004093893496,2000,0.95,survey_Rao_Wu_percentile
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,treat_none,0.19,0.0,0.0,0.0,0.0,2000,0.95,survey_Rao_Wu_percentile
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,core_model,0.2,0.02668971029089928,0.006175040691109298,0.014105879860686269,0.037797285120774016,2000,0.95,survey_Rao_Wu_percentile
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,extended_minus_core,0.2,0.004930249538374554,0.004648466776710337,-0.004386912727915555,0.01349623191707867,2000,0.95,survey_Rao_Wu_percentile
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,extended_model,0.2,0.03161995982927383,0.007211384475591058,0.016903970652441924,0.044181104838118795,2000,0.95,survey_Rao_Wu_percentile
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,treat_all,0.2,-0.13112196432998804,0.014893251896512074,-0.16013423858342318,-0.10418191645067167,2000,0.95,survey_Rao_Wu_percentile
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,treat_none,0.2,0.0,0.0,0.0,0.0,2000,0.95,survey_Rao_Wu_percentile
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,core_model,0.21,0.02460433208094666,0.005644300700948546,0.01284245117176327,0.034838876715199044,2000,0.95,survey_Rao_Wu_percentile
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,extended_minus_core,0.21,0.005070061290592381,0.0032042831167727113,-0.0013470416728997348,0.011171620977262776,2000,0.95,survey_Rao_Wu_percentile
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,extended_model,0.21,0.02967439337153904,0.006017827008473625,0.017294987832602988,0.040465132456121294,2000,0.95,survey_Rao_Wu_percentile
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,treat_all,0.21,-0.1454399638784689,0.01508177407241729,-0.17481948210979562,-0.11815890273485735,2000,0.95,survey_Rao_Wu_percentile
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,treat_none,0.21,0.0,0.0,0.0,0.0,2000,0.95,survey_Rao_Wu_percentile
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,core_model,0.22,0.021786752232009935,0.005107389443898008,0.011127407463065252,0.03100180271794802,2000,0.95,survey_Rao_Wu_percentile
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,extended_minus_core,0.22,0.007844401078956988,0.003351504839348297,0.001231904894872529,0.014229615927169249,2000,0.95,survey_Rao_Wu_percentile
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,extended_model,0.22,0.029631153310966923,0.006040269582718957,0.017152901554697366,0.04005513527592859,2000,0.95,survey_Rao_Wu_percentile
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,treat_all,0.22,-0.16012509162050054,0.015275130150268795,-0.1898812703419725,-0.13249427328274016,2000,0.95,survey_Rao_Wu_percentile
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,treat_none,0.22,0.0,0.0,0.0,0.0,2000,0.95,survey_Rao_Wu_percentile
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,core_model,0.23,0.020189987453821882,0.004882355667479871,0.010143331788689902,0.028984729898509674,2000,0.95,survey_Rao_Wu_percentile
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,extended_minus_core,0.23,0.004308056727876659,0.0038217565874789586,-0.003144310828375413,0.011583905397856665,2000,0.95,survey_Rao_Wu_percentile
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,extended_model,0.23,0.02449804418169854,0.005641470208034055,0.013229630818859634,0.03431897613098589,2000,0.95,survey_Rao_Wu_percentile
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,treat_all,0.23,-0.1751916512519356,0.015473508463908646,-0.20533427385290723,-0.14720199111758098,2000,0.95,survey_Rao_Wu_percentile
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,treat_none,0.23,0.0,0.0,0.0,0.0,2000,0.95,survey_Rao_Wu_percentile
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,core_model,0.24,0.018723075497450767,0.004670883164481641,0.008808288985425941,0.02684734835070971,2000,0.95,survey_Rao_Wu_percentile
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,extended_minus_core,0.24,0.005794436636420295,0.0030373094767315637,-9.472567337279873e-06,0.011574119784411287,2000,0.95,survey_Rao_Wu_percentile
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,extended_model,0.24,0.024517512133871062,0.005516492364953745,0.013458250214268625,0.03415162076585176,2000,0.95,survey_Rao_Wu_percentile
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,treat_all,0.24,-0.19065469929472423,0.01567710725948639,-0.22119393535097173,-0.16229675415860176,2000,0.95,survey_Rao_Wu_percentile
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,treat_none,0.24,0.0,0.0,0.0,0.0,2000,0.95,survey_Rao_Wu_percentile
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,core_model,0.25,0.018391168820985154,0.004568860031619651,0.00875552042146041,0.02648712335701736,2000,0.95,survey_Rao_Wu_percentile
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,extended_minus_core,0.25,0.007638827335892759,0.0033238373920076907,0.0012981782253754068,0.014125939152805153,2000,0.95,survey_Rao_Wu_percentile
combined,elastic_net,2005-2006,1836,216,model0_paired_combined,model4_combined,combined_fasting_weight,extended_model,0.25,0.026029996156877913,0.005669318457396917,0.014908781566953157,0.035762368108113764,2000,0.95,survey_Rao_Wu_percentile
